time_s,s_time_corrected_s,No of GPS Satellites Available,Time Since Start of Day (seconds),Latitude (degrees),Longitude (degrees),Velocity (km/hr),Heading (degrees),Height (km),Vertical velocity (km/hr),Sample period (seconds),Steering Angle (degrees),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Yaw Rate (deg/sec),Indicated Vehicle Speed (km/hr),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Handbrake (0 or 1),Gear Requested (Number fof gear employed 1-5),Gear (Number fof gear employed 1-5),Engine Speed (rev/min),Coolant Temperature (degrees),Clutch Position (0 or 1),Brake Pressure (psi),Brake Position (0 or 1),Battery Voltage (volts),Air Temperature (degrees),Accelerator Pedal Position (0 or 1),S_GPS LATITUDE (degrees),S_GPS LONGITUDE (degrees),S_GPS ALTITUDE (m),S_GPS SPEED (Kmh),S_GPS ACCURACY (m),S_GPS ORIENTATION (Â°),S_GPS SATELLITES IN RANGE,S_TIME SINCE START (ms),S_DATE (YYYY-MO-DD HH-MI-SS_SSS),S_ACCELEROMETER X (m/s²),S_ACCELEROMETER Y (m/s²),S_ACCELEROMETER Z (m/s²),S_GRAVITY X (m/s²),S_GRAVITY Y (m/s²),S_GRAVITY Z (m/s²),S_GYROSCOPE Yaw (rad/s),S_GYROSCOPE Pitch (rad/s),S_GYROSCOPE Roll (rad/s),S_MAGNETIC FIELD X (Î¼T),S_MAGNETIC FIELD Y (Î¼T),S_MAGNETIC FIELD Z (Î¼T),S_ORIENTATION (Yaw) (Â°),S_ORIENTATION (Pitch) (Â°),S_ORIENTATION (Roll ) (Â°)
58067.3,58067.30017,9,58067.3,52.2018471,-2.2014117,20.65,83.392,77.26,-0.18,0.1,6.599976,20.86,20.87,20.82999,20.71,0.3000183,20.78,-0.009180069,0,0,3,3,1198,89,0,0.07000732,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943210,2020-01-08 16:07:46:804,-0.1074,1.6104,9.4075,-0.0064,-0.0269,9.8065,-0.0219,0.2514,-0.194,-18.25,-35.44,2.25,286.76,-86.32,-162.72
58067.4,58067.40017,9,58067.4,52.2018476,-2.2014033,20.747,84.187,77.24,-0.18,0.1,5.899963,20.86,20.82999,20.96,20.85,0.2000122,20.85,0,0.02957988,0,3,3,1237,89,0,-0.1600037,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943310,2020-01-08 16:07:46:904,-0.0199,0.3813,9.8586,-0.0099,0.0171,9.8066,-0.0001,0.073,-0.0312,-18.81,-35.94,2.13,282.65,-86.45,-166.79
58067.5,58067.50017,9,58067.5,52.2018481,-2.2013947,21.053,84.02,77.22,-0.18,0.1,5.700012,21.00999,21.03,21,20.89,0.3999939,20.93,0,0.04997993,0,3,3,1255,89,0,0.07000732,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943410,2020-01-08 16:07:47:004,0.0114,-1.4554,10.0538,0.0056,0.0084,9.8066,0.0135,0.1818,-0.0689,-18.44,-35.44,2.13,280.81,-86.39,-168.63
58067.6,58067.60017,9,58067.6,52.2018487,-2.2013862,21.06,83.03,77.19,-0.19,0.1,5.299988,21.05,21.12,20.98,21.00999,0.3000183,21.08,0,0.01937985,0,3,3,1248,89,0,-0.1600037,0,13.8,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943510,2020-01-08 16:07:47:104,0.4917,-0.1294,9.4953,0.013,0.0012,9.8066,-0.0471,0.0479,-0.1381,-18.25,-35.5,3.06,279.12,-86.29,-173.27
58067.7,58067.70017,9,58067.7,52.2018493,-2.2013777,21.067,82.984,77.17,-0.19,0.1,5.399963,21.13,21.17,21.09,21.24,0.8000183,21.19,0,0.009180069,0,3,3,1238,89,0,-0.1600037,0,13.8,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943610,2020-01-08 16:07:47:204,0.3247,-0.6992,10.0418,-0.0044,-0.0163,9.8066,0.0378,-0.0522,-0.021,-17.87,-35.81,2.75,275.57,-86.32,-176.63
58067.8,58067.80017,9,58067.8,52.2018499,-2.2013691,21.154,83.689,77.15,-0.19,0.1,5.099976,21.23,21.27,21.43,21.31,0.7000122,21.23,0,0.009180069,0,3,3,1243,89,0,0.07000732,0,13.8,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943710,2020-01-08 16:07:47:304,-0.4082,-0.701,10.2956,-0.0079,-0.0047,9.8066,0.0334,0.0083,0.0286,-18.31,-34.75,2.44,274.28,-86.34,-174.96
58067.9,58067.90017,9,58067.9,52.2018504,-2.2013604,21.409,84,77.13,-0.18,0.1,4.200012,21.36,21.38,21.39,21.31,-0.2999878,21.39,0,0.0397799,0,3,3,1242,89,0,-0.1600037,0,13.8,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943810,2020-01-08 16:07:47:404,-0.3568,-0.7173,9.7909,0.0077,0.0017,9.8066,-0.0267,0.0029,-0.0301,-18.19,-35.5,3.38,277.23,-86.2,-174.95
58068,58067.99917,9,58068,52.201851,-2.2013518,21.287,82.863,77.1,-0.2,0.1,4.099976,21.43,21.5,21.39,21.43999,0.5,21.46,0,0.0397799,0,3,3,1234,89,0,-0.1600037,0,13.8,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13943909,2020-01-08 16:07:47:503,-0.1162,0.6699,9.9679,-0.0028,0.0028,9.8066,0.0265,0.129,-0.0672,-18.69,-35.69,2.94,274.92,-86.24,-177
58068.1,58068.10017,9,58068.1,52.2018516,-2.2013431,21.517,83.342,77.09,-0.18,0.1,3.799988,21.43999,21.57,21.55,21.45,0.6000061,21.49,0,0.01937985,0,3,3,1236,89,0,-0.1600037,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13944010,2020-01-08 16:07:47:604,-0.0896,-0.1848,9.3262,-0.0048,0.0083,9.8066,0.0419,0.0784,-0.026,-18.75,-35.62,3.19,272.62,-86.23,-179.28
58068.2,58068.20017,9,58068.2,52.2018522,-2.2013342,21.769,83.53,77.07,-0.19,0.1,1,21.64999,21.73,21.73,21.61,0.6000061,21.64,0,0.02957988,0,3,3,1242,89,0,-0.1600037,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13944110,2020-01-08 16:07:47:704,0.4799,-0.0605,9.727,-0.0127,-0.0222,9.8065,0.0452,0.107,-0.1253,-18.69,-35.75,3.13,272.09,-86.28,-179.89
58068.3,58068.30017,9,58068.3,52.2018528,-2.2013254,21.791,83.324,77.04,-0.2,0.1,0,21.68,21.82999,21.79,21.79,0.8999939,21.76,-0.009180069,0.07956004,0,3,3,1239,89,0,0.07000732,0,13.8,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13944210,2020-01-08 16:07:47:804,-0.5094,-1.9235,9.8152,-0.0046,-0.0051,9.8066,0.0044,0.0984,-0.0214,-18.62,-36,3.31,269.67,-86.26,177.73
58068.4,58068.40017,9,58068.4,52.2018534,-2.2013165,21.82,83.393,77.03,-0.18,0.1,0,21.81,22,21.86,21.96,1.899994,21.88,-0.009180069,0.08976007,0,3,3,1246,89,0,0.07000732,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944310,2020-01-08 16:07:47:904,-0.8242,0.0365,10.0999,-0.0085,-0.018,9.8066,-0.0656,0.1674,-0.153,-18.94,-36,2.63,269.02,-86.34,176.91
58068.5,58068.50017,9,58068.5,52.2018541,-2.2013078,21.719,82.434,77,-0.19,0.1,0,21.82,22.1,21.89999,22.02,3,21.99,-0.009180069,0.08976007,0,3,3,1239,89,0,-0.1600037,0,13.7,14.25,0.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944410,2020-01-08 16:07:48:004,0.7658,0.5888,10.0877,0.0013,0.0127,9.8066,0.0358,-0.0563,0.016,-18.75,-35.56,3,263.71,-86.35,171.55
58068.6,58068.60017,9,58068.6,52.2018548,-2.2012989,21.931,82.456,76.97,-0.2,0.1,0,21.87,22.13,21.86,22.1,3.200012,22.02,-0.009180069,0.08976007,0,3,3,1246,89,0,-0.1600037,0,13.7,14.25,1.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944510,2020-01-08 16:07:48:104,-1.0798,1.9796,9.1412,0.0271,-0.0195,9.8065,-0.0704,0.0989,-0.0685,-18.62,-35.81,2.13,261.09,-86.19,172.18
58068.7,58068.70017,9,58068.7,52.2018555,-2.20129,22.097,82.2,76.95,-0.19,0.1,0,21.87,22.23,22.06,22.16,3.100006,22.08,-0.009180069,0.08976007,0,3,3,1234,89,0,0.07000732,0,13.7,14.25,1.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944610,2020-01-08 16:07:48:204,-0.2562,-0.5339,9.6268,0.004,0.0245,9.8066,0.0757,-0.1414,0.0839,-17.81,-35.56,2.31,259.06,-86.17,170.2
58068.8,58068.79917,9,58068.8,52.2018563,-2.2012809,22.313,81.731,76.92,-0.21,0.1,0,21.84,22.18,22.06,22.31,3.399994,22.08,-0.01938009,0.08976007,0,3,3,1201,89,0,0.07000732,0,13.8,14.25,1.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944709,2020-01-08 16:07:48:303,1.7189,-2.1227,10.7645,0.0145,0.0012,9.8066,0.0703,-0.0154,0.0235,-17.62,-34.87,2.94,259.87,-85.97,168.02
58068.9,58068.89917,9,58068.9,52.2018571,-2.201272,22.212,81.37,76.91,-0.2,0.1,0,21.98,22.31,22.04,22.27,3.700012,22.15,-0.02958012,0.06936002,0,3,3,1218,89,0,-0.1600037,0,13.8,14.25,2,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944809,2020-01-08 16:07:48:403,0.4921,-0.439,10.0603,-0.0321,0.0374,9.8065,0.1072,-0.1809,0.1513,-18.44,-35.81,2.81,259.3,-85.91,167.77
58069,58069.00017,9,58069,52.2018579,-2.2012632,21.996,81.392,76.88,-0.2,0.1,0,21.93,22.32999,22.12,22.29,3.300018,22.18,-0.02958012,0.07956004,0,3,3,1253,89,0,-0.1600037,0,13.8,14.25,3.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13944910,2020-01-08 16:07:48:504,0.2528,-1.4555,11.3884,-0.038,0.0084,9.8065,0.1246,-0.1576,0.1336,-17.94,-35.31,1.81,254.42,-86.09,165.36
58069.1,58069.09917,9,58069.1,52.2018587,-2.2012542,22.284,80.988,76.86,-0.2,0.1,0,22.12,22.43,22.04,22.2,3.600006,22.22,-0.01938009,0.08976007,0,3,3,1283,89,0,0.07000732,0,13.7,14.25,3.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13945009,2020-01-08 16:07:48:603,-0.1173,1.9169,9.8282,-0.0026,0.0347,9.8066,-0.0216,-0.0841,0.1116,-17.94,-34.87,2.38,253.86,-86.09,164.77
58069.2,58069.20017,9,58069.2,52.2018596,-2.2012452,22.36,80.668,76.84,-0.2,0.1,0,22.17,22.48,22.13,22.42,3.399994,22.22,-0.009180069,0.08976007,0,3,3,1302,89,0,-0.1600037,0,13.7,13.5,3.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13945110,2020-01-08 16:07:48:704,-0.2624,0.0743,10.1261,-0.0148,0.0235,9.8066,0.0086,-0.1687,0.0988,-18.44,-35.94,2.31,253.26,-86.08,164.37
58069.3,58069.30017,9,58069.3,52.2018607,-2.2012364,22.043,79.144,76.82,-0.19,0.1,0,22.18999,22.52,22.2,22.37,3.5,22.36,0,0.07956004,0,3,3,1297,89,0,0.07000732,0,13.7,13.5,3.5,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 24,13945210,2020-01-08 16:07:48:804,0.6046,2.2656,9.7543,0.0185,0.023,9.8065,-0.0588,0.0483,0.0039,-18.37,-35.62,1.56,254.19,-86.08,165.35
58069.4,58069.39917,9,58069.4,52.2018616,-2.2012273,22.547,79.822,76.79,-0.21,0.1,0,22.24,22.75,22.27,22.63,3.5,22.43,0,0.08976007,0,3,3,1279,89,0,0.07000732,0,13.8,13.5,2,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945309,2020-01-08 16:07:48:903,0.3406,-1.3125,9.4912,0.0183,0.0277,9.8066,-0.0132,-0.1657,0.1445,-18.06,-35.25,2.06,252.17,-85.82,163.52
58069.5,58069.49917,9,58069.5,52.2018626,-2.2012183,22.594,79.654,76.78,-0.19,0.1,0,22.48,22.55,22.50999,22.73,3.800018,22.57,0,0.05915999,0,3,3,1271,89,0,-0.1600037,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945409,2020-01-08 16:07:49:003,0.519,1.8719,9.8375,0.0233,0.0066,9.8066,-0.0073,-0.0111,0.0324,-18.25,-35.06,1.5,253.11,-85.76,164.61
58069.6,58069.60017,9,58069.6,52.2018637,-2.2012092,22.558,79.409,76.75,-0.2,0.1,0,22.52,22.71999,22.64,22.71999,3.700012,22.58,0,0.07956004,0,3,3,1287,89,0,0.07000732,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945510,2020-01-08 16:07:49:104,0.1604,-2.7207,9.4678,-0.0107,0.0453,9.8065,-0.0433,-0.3091,0.2285,-18,-35.12,0.5,249.49,-85.77,163.99
58069.7,58069.70017,9,58069.7,52.2018648,-2.2012001,22.802,78.619,76.73,-0.2,0.1,0,22.52,22.87,22.57,22.79,3.399994,22.75,-0.009180069,0.09995985,0,3,3,1294,89,0,0.07000732,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945610,2020-01-08 16:07:49:204,-0.2162,-1.4937,10.3211,-0.0062,-0.0029,9.8066,-0.1105,0.4738,-0.2113,-17.69,-34.19,1.38,252.09,-85.87,166.31
58069.8,58069.79917,9,58069.8,52.2018659,-2.201191,22.846,78.495,76.72,-0.19,0.1,0,22.74,23.00999,22.63,23.02,3.200012,22.8,-0.009180069,0.13974,0,3,3,1307,89,0,0.07000732,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945709,2020-01-08 16:07:49:303,0.2175,-4.515,9.3731,-0.0051,0.0254,9.8065,-0.0126,-0.0184,-0.1437,-17.75,-34.75,0.63,248.58,-85.95,162.71
58069.9,58069.90017,9,58069.9,52.2018672,-2.201182,22.648,76.863,76.68,-0.21,0.1,0,22.75,23.07,22.67,23.14999,3.800018,22.87,-0.009180069,0.08976007,0,3,3,1300,89,0,-0.1600037,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945810,2020-01-08 16:07:49:404,-0.5312,1.1916,10.8643,0.0192,-0.0895,9.8061,0.0009,0.6332,-0.6161,-17.56,-34.87,0.5,242.79,-85.91,156.65
58070,58070.00017,9,58070,52.2018684,-2.2011729,22.979,77.111,76.66,-0.2,0.1,0,22.8,23.07999,22.75,23.13,4,22.97,-0.009180069,0.05915999,0,3,3,1296,89,0,-0.1600037,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13945910,2020-01-08 16:07:49:504,-0.3748,5.5226,10.5262,0.0126,0.0459,9.8065,-0.0205,0.2309,0.1652,-17.31,-35.06,0.06,240.47,-85.8,157.97
58070.1,58070.10017,9,58070.1,52.2018697,-2.2011637,22.993,77.304,76.64,-0.2,0.1,0,22.8,23.16,22.89,23.02,3.800018,23.08,-0.009180069,0.0397799,0,3,3,1285,89,0,0.07000732,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946010,2020-01-08 16:07:49:604,1.2377,2.4991,11.3459,-0.0091,-0.0659,9.8063,0.1204,0.874,-0.2102,-17.94,-35.25,-0.56,248.73,-85.99,169.15
58070.2,58070.20017,9,58070.2,52.2018709,-2.2011546,22.889,77.099,76.61,-0.21,0.1,0,22.89,23.09,22.95,23.03,2.899994,22.99,-0.009180069,0.1091399,0,3,3,1289,89,0,-0.1600037,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946110,2020-01-08 16:07:49:704,-1.2752,2.6243,8.5248,0.0183,-0.0762,9.8063,-0.0336,0.2803,-0.4026,-17.75,-35.25,-0.12,252.26,-85.92,169.8
58070.3,58070.29917,9,58070.3,52.2018723,-2.2011455,23.159,76.192,76.61,-0.19,0.1,0,22.89999,23.23,23.05,23.23,3.399994,23.11,-0.02958012,0.07956004,0,3,3,1293,89,0,-0.1600037,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946209,2020-01-08 16:07:49:803,-0.9557,-4.5319,9.9698,-0.0038,-0.0792,9.8062,0.0292,0.4883,-0.3415,-17.87,-35.25,0.5,250.1,-85.72,164.71
58070.4,58070.40017,9,58070.4,52.2018736,-2.2011363,23.148,76.165,76.58,-0.19,0.1,0,22.89999,23.18,22.92,23.16,3,23.08,-0.01938009,0.05915999,0,3,3,1292,89,0,0.07000732,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946310,2020-01-08 16:07:49:904,-1.3212,2.2987,9.2039,-0.0026,-0.0011,9.8066,0.0378,0.4217,-0.1142,-17.44,-35.12,0.25,249.1,-85.76,167.24
58070.5,58070.50017,9,58070.5,52.2018751,-2.2011273,22.957,75.421,76.56,-0.19,0.1,0,22.93999,23.16,23.04,23.07,2.300018,23,-0.009180069,0.02957988,0,3,3,1294,89,0,0.07000732,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946410,2020-01-08 16:07:50:004,-1.24,-2.8642,10.6381,-0.0078,-0.0409,9.8065,0.1436,0.1863,-0.1852,-17.94,-34.31,0.13,249.78,-85.75,167.29
58070.6,58070.60017,9,58070.6,52.2018765,-2.2011182,23.069,75.435,76.55,-0.18,0.1,0.5,22.96,23.18999,22.89999,23.11,1.700012,23.05,-0.009180069,0.02957988,0,3,3,1278,89,0,-0.1600037,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946510,2020-01-08 16:07:50:104,0.2686,2.1464,10.5106,-0.0022,-0.0534,9.8065,0.0461,0.2099,-0.1141,-17.62,-35.37,0.44,251.56,-85.73,169.42
58070.7,58070.69917,9,58070.7,52.2018778,-2.201109,23.224,75.896,76.53,-0.18,0.1,2.599976,22.93,23.1,23.07999,23.04,1.300018,23.05,-0.01938009,0.02957988,0,3,3,1276,89,0,-0.1600037,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946609,2020-01-08 16:07:50:203,-0.2822,-1.4899,9.9719,-0.0257,-0.0324,9.8065,0.0867,0.0804,0.0129,-18.06,-35.69,-0.19,254.38,-85.77,172.52
58070.8,58070.80017,9,58070.8,52.2018793,-2.2010998,23.18,75.469,76.5,-0.19,0.1,4.899963,23.07,23.14999,23.17,23.05,0.7000122,23.06,-0.01938009,0.04997993,0,3,3,1274,89,0,-0.1600037,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946710,2020-01-08 16:07:50:304,-0.5825,1.4997,9.9301,-0.0087,-0.0391,9.8065,0.0593,0.1671,-0.1689,-17.81,-35.5,-0.19,256,-85.79,173.95
58070.9,58070.90017,9,58070.9,52.2018807,-2.2010907,23.195,75.2,76.48,-0.19,0.1,7.399963,23.12,23.14999,23.07999,23.14,0.2000122,23.14,-0.01938009,0.02957988,0,3,3,1267,89,0,0.07000732,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946810,2020-01-08 16:07:50:404,-0.1009,0.2333,9.6697,-0.0151,0.0001,9.8066,0.0464,-0.0326,-0.0101,-17.44,-35.31,0.38,253.85,-85.68,172.4
58071,58071.00017,9,58071,52.2018822,-2.2010815,23.166,75.293,76.47,-0.17,0.1,8,23.16,23.21,23.17,22.99,0,23.15,-0.01938009,0.01937985,0,3,3,1270,89,0,-0.1600037,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13946910,2020-01-08 16:07:50:504,-0.5597,0.306,9.77,-0.007,-0.0037,9.8066,-0.0413,-0.0607,-0.0031,-17.69,-35.69,-0.25,253.31,-85.77,171.41
58071.1,58071.10017,9,58071.1,52.2018837,-2.2010724,23.09,74.604,76.43,-0.2,0.1,9.599976,23.18999,23.14999,23.24,23.06,-0.1000061,23.14,-0.01938009,0.02957988,0,3,3,1267,89,0,0.07000732,0,13.7,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13947010,2020-01-08 16:07:50:604,-0.5692,0.8509,10.0208,-0.008,-0.0051,9.8066,0.0029,0.0354,0.0124,-17.94,-34.81,-0.25,253.95,-85.85,171.7
58071.2,58071.20017,9,58071.2,52.2018851,-2.2010633,23.087,75.52,76.42,-0.18,0.1,10.70001,23.14,23.14999,23.17,23.21,-0.2999878,23.18,-0.01938009,0.02957988,0,3,3,1263,89,0,-0.1600037,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13947110,2020-01-08 16:07:50:704,0.0181,-0.3839,9.5835,0.0129,0.0064,9.8066,-0.0426,-0.1278,0.07,-17.62,-35.62,-0.06,254.69,-85.91,172.57
58071.3,58071.29917,9,58071.3,52.2018866,-2.2010541,23.418,74.987,76.4,-0.19,0.1,12.39996,23.17,23.14,23.3,23.07999,-0.3999939,23.17,-0.009180069,0.01937985,0,3,3,1267,89,0,0.07000732,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,23 / 24,13947209,2020-01-08 16:07:50:803,0.1968,1.2163,10.2267,0.0028,-0.0215,9.8066,0.0955,0.1056,-0.1149,-17.87,-35.87,-0.12,257.43,-85.87,175.49
58071.4,58071.40117,9,58071.4,52.201888,-2.201045,23.094,75.424,76.38,-0.18,0.1,12.89996,23.3,23.14,23.25999,23.17,-0.3999939,23.26,-0.01938009,0.01937985,0,3,3,1261,89,0,0.07000732,0,13.8,13.5,0,52.201836,-2.201769,131.48,3.89,2,90.45,24 / 25,13947311,2020-01-08 16:07:50:905,-0.1719,0.2275,9.0192,-0.0081,0.0167,9.8066,-0.1035,0.0572,0.0299,-17.75,-34.94,-0.44,255.91,-85.81,173.81
58071.5,58071.50017,9,58071.5,52.2018894,-2.2010357,23.368,75.191,76.36,-0.18,0.1,13.09998,23.24,23.17,23.32,23.18,-0.3999939,23.24,-0.01938009,0.009180069,0,3,3,1251,89,0,0.07000732,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13947410,2020-01-08 16:07:51:004,-0.3835,0.6731,9.7717,0.0191,0.0114,9.8066,-0.0529,0.0501,-0.0075,-17.44,-35.06,-0.5,257.89,-85.98,175.99
58071.6,58071.60017,9,58071.6,52.2018908,-2.2010265,23.321,75.678,76.33,-0.19,0.1,13,23.32999,23.25999,23.41,23.14,-0.6999817,23.26,-0.01938009,0.01937985,0,3,3,1252,89,0,-0.1600037,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13947510,2020-01-08 16:07:51:104,-0.0113,-0.7312,10.4088,-0.0102,-0.0021,9.8066,0.0519,-0.0163,0.055,-18.25,-35.56,-0.75,257.49,-86.09,178.3
58071.7,58071.70017,9,58071.7,52.2018922,-2.2010173,23.299,75.8,76.31,-0.2,0.1,13.39996,23.5,23.36,23.39999,23.21999,-0.7999878,23.35,-0.02958012,0.01937985,0,3,3,1251,89,0,0.07000732,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13947610,2020-01-08 16:07:51:204,-0.9062,2.074,9.822,-0.0022,-0.0377,9.8065,0.0664,0.2827,-0.1937,-17.75,-35.62,-1,260.02,-86.1,-179.12
58071.8,58071.80017,9,58071.8,52.2018937,-2.201008,23.35,75.666,76.29,-0.19,0.1,14.09998,23.39,23.38,23.39999,23.42,-1,23.34,-0.01938009,0.009180069,0,3,3,1253,89,0,-0.1600037,0,13.7,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13947710,2020-01-08 16:07:51:304,-0.4533,-2.1807,10.0368,-0.0224,-0.0326,9.8065,-0.0113,0.0851,-0.0873,-18.19,-36.44,-1,257.41,-86.07,178.26
58071.9,58071.90017,9,58071.9,52.2018951,-2.2009989,23.112,75.39,76.26,-0.2,0.1,15.09998,23.39,23.39,23.37,23.24,-0.3999939,23.37,-0.01938009,0,0,3,3,1255,89,0,-0.1600037,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13947810,2020-01-08 16:07:51:404,-0.5512,2.0513,10.4212,0.0152,-0.0525,9.8065,0.0634,0.3071,-0.1845,-17.81,-36.12,-1,260.68,-86.19,-178.61
58072,58072.00017,9,58072,52.2018965,-2.2009896,23.468,75.868,76.24,-0.2,0.1,16.29999,23.41,23.32,23.43999,23.21,-1,23.37,-0.009180069,0,0,3,3,1251,89,0,0.07000732,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13947910,2020-01-08 16:07:51:504,0.5904,-2.4767,9.5295,0.0048,-0.0182,9.8065,0.0135,-0.1322,0.068,-18.19,-35.44,0.31,262.3,-85.93,-179.83
58072.1,58072.10017,9,58072.1,52.2018978,-2.2009803,23.49,76.281,76.22,-0.2,0.1,19.89996,23.37,23.29,23.50999,23.21,-1.299988,23.32,-0.01938009,0,0,3,3,1254,89,0,-0.1600037,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13948010,2020-01-08 16:07:51:604,0.4421,-0.0011,9.7897,0.0035,-0.0374,9.8065,0.0997,0.1627,-0.0935,-17.87,-36.19,0.44,264.91,-85.8,-176.69
58072.2,58072.20017,9,58072.2,52.2018993,-2.2009711,23.26,75.583,76.2,-0.19,0.1,22.79999,23.52,23.29,23.62,23.34,-1.799988,23.32,-0.01938009,-0.01938009,0,3,3,1260,89,0,0.07998657,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13948110,2020-01-08 16:07:51:704,-0.0389,-1.4639,8.952,-0.0032,0.0126,9.8066,-0.0463,-0.0368,0.1238,-18.31,-35.94,0.38,264.55,-85.75,-176.96
58072.3,58072.30017,9,58072.3,52.2019005,-2.2009617,23.638,76.993,76.19,-0.18,0.1,24.09998,23.31,23.32999,23.5,23.32999,-2.399994,23.43,-0.009180069,-0.01938009,0,3,3,1263,89,0,0.07998657,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,24 / 25,13948210,2020-01-08 16:07:51:804,-0.7116,1.0232,10.1995,-0.0038,-0.033,9.8065,0.0208,0.097,-0.1582,-18.25,-35.87,1,269.8,-85.73,-174.81
58072.4,58072.40017,9,58072.4,52.2019019,-2.2009524,23.494,75.955,76.16,-0.19,0.1,25.09998,23.7,23.32999,23.5,23.21,-2.600006,23.37,-0.01938009,0.009180069,0,3,3,1260,89,0,-0.1499939,0,13.8,13.5,0,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13948310,2020-01-08 16:07:51:904,-0.6155,-1.5311,9.5789,-0.0101,-0.0237,9.8066,0.0563,-0.0534,-0.0056,-17.87,-35.56,0.75,267.77,-85.8,-177
